site_no,station_nm,month,year,decade,Latitude,Longitude,sample_dt,num_pix,B1,B2,B3,B4,B6,cluster,SSC_mgL,ten_day,reference
st_s002_ref,st_s002_ref,9,2017,2015,68.5406702051966,-131.947049984511,2017-09-02,2,125,322,390,378,286,6,436.41785143596,240,Reference
st_s002_ref,st_s002_ref,6,2018,2015,68.5406702051966,-131.947049984511,2018-06-17,2,100,130,137,116,289,6,10.1721213260824,160,Reference
st_s002_ref,st_s002_ref,5,2021,2015,68.5406702051966,-131.947049984511,2021-05-24,3,165,245,302,284,284,6,25.7379131563391,140,Reference
st_s002_ref,st_s002_ref,6,2024,2015,68.5406702051966,-131.947049984511,2024-06-17,11,162,253,295,250,293,6,34.0472030244999,160,Reference
st_s002_ref,st_s002_ref,6,2013,2010,68.5406702051966,-131.947049984511,2013-06-26,4,121,179,151,254,296,6,8.08527864480492,170,Reference
st_s002_ref,st_s002_ref,6,2014,2010,68.5406702051966,-131.947049984511,2014-06-29,1,123,156,162,210,296,6,10.6593745177225,180,Reference
st_s002_ref,st_s002_ref,5,2015,2015,68.5406702051966,-131.947049984511,2015-05-15,4,1082,1287,1372,1507,277,6,46.732309953234,130,Reference
st_s002_ref,st_s002_ref,6,2016,2015,68.5406702051966,-131.947049984511,2016-06-18,6,122,259,314,311,296,6,84.979783180441,170,Reference
st_s002_ref,st_s002_ref,7,2016,2015,68.5406702051966,-131.947049984511,2016-07-04,15,293,559,622,681,298,6,163.241008800629,180,Reference
st_s002_ref,st_s002_ref,6,2017,2015,68.5406702051966,-131.947049984511,2017-06-05,6,91,153,205,125,287,6,26.2350371558739,150,Reference
st_s002_ref,st_s002_ref,6,2017,2015,68.5406702051966,-131.947049984511,2017-06-21,2,100,165,188,126,296,6,23.3396277921798,170,Reference
st_s002_ref,st_s002_ref,6,2018,2015,68.5406702051966,-131.947049984511,2018-06-08,6,109,172,193,181,287,6,16.3131822642374,150,Reference
st_s002_ref,st_s002_ref,7,2018,2015,68.5406702051966,-131.947049984511,2018-07-26,4,110,220,241,244,298,6,57.9584041306436,200,Reference
st_s002_ref,st_s002_ref,6,2019,2015,68.5406702051966,-131.947049984511,2019-06-27,3,72,180,179,218,291,6,50.0477846969035,170,Reference
st_s002_ref,st_s002_ref,7,2019,2015,68.5406702051966,-131.947049984511,2019-07-13,6,131,247,240,284,296,6,28.7140186175647,190,Reference
st_s002_ref,st_s002_ref,6,2020,2015,68.5406702051966,-131.947049984511,2020-06-13,2,101,186,201,208,295,6,22.7377791365635,160,Reference
st_s002_ref,st_s002_ref,6,2021,2015,68.5406702051966,-131.947049984511,2021-06-16,1,86,138,156,93,295,6,16.1295684638791,160,Reference
st_s002_ref,st_s002_ref,8,2022,2015,68.5406702051966,-131.947049984511,2022-08-22,2,73,111,128,97,282,6,21.2947353860501,230,Reference
st_s002_ref,st_s002_ref,5,2023,2015,68.5406702051966,-131.947049984511,2023-05-21,3,202,354,395,439,281,6,41.6396901345756,140,Reference
st_s002_ref,st_s002_ref,6,2024,2015,68.5406702051966,-131.947049984511,2024-06-08,2,221,434,565,589,293,6,304.363153926326,160,Reference
st_s002_ref,st_s002_ref,6,2024,2015,68.5406702051966,-131.947049984511,2024-06-24,7,95,192,210,209,296,6,28.0653753467587,170,Reference
st_s002_ref,st_s002_ref,7,2013,2010,68.5406702051966,-131.947049984511,2013-07-19,6,76,149,158,187,293,6,61.3749422457973,200,Reference
st_s002_ref,st_s002_ref,6,2014,2010,68.5406702051966,-131.947049984511,2014-06-04,8,113,184,260,150,286,6,122.300073369809,150,Reference
st_s002_ref,st_s002_ref,6,2014,2010,68.5406702051966,-131.947049984511,2014-06-20,5,88,112,136,96,288,6,15.2189748025927,170,Reference
st_s002_ref,st_s002_ref,7,2014,2010,68.5406702051966,-131.947049984511,2014-07-06,7,97,173,217,217,293,6,96.0498255272963,180,Reference
st_s002_ref,st_s002_ref,8,2015,2015,68.5406702051966,-131.947049984511,2015-08-10,1,71,140,116,233,296,6,14.1146603534795,220,Reference
st_s002_ref,st_s002_ref,7,2016,2015,68.5406702051966,-131.947049984511,2016-07-27,6,96,183,242,237,294,6,189.762203527279,200,Reference
st_s002_ref,st_s002_ref,7,2017,2015,68.5406702051966,-131.947049984511,2017-07-30,8,51,108,124,121,294,6,67.3469269819595,210,Reference
st_s002_ref,st_s002_ref,8,2018,2015,68.5406702051966,-131.947049984511,2018-08-18,7,76,163,198,161,284,6,96.6570085595154,230,Reference
st_s002_ref,st_s002_ref,6,2019,2015,68.5406702051966,-131.947049984511,2019-06-18,7,69,133,153,196,291,6,44.8640440029964,160,Reference
st_s002_ref,st_s002_ref,7,2019,2015,68.5406702051966,-131.947049984511,2019-07-20,2,167,477,267,1030,294,6,11.4649295777314,200,Reference
st_s002_ref,st_s002_ref,8,2019,2015,68.5406702051966,-131.947049984511,2019-08-21,2,79,214,214,483,285,6,126.970715406169,230,Reference
st_s002_ref,st_s002_ref,6,2020,2015,68.5406702051966,-131.947049984511,2020-06-04,17,167,296,400,285,285,6,188.120245561835,150,Reference
st_s002_ref,st_s002_ref,8,2020,2015,68.5406702051966,-131.947049984511,2020-08-23,6,44,124,146,230,293,6,322.610355538381,230,Reference
st_s002_ref,st_s002_ref,5,2021,2015,68.5406702051966,-131.947049984511,2021-05-22,13,187,229,235,379,286,6,13.6825960525349,140,Reference
st_s002_ref,st_s002_ref,6,2021,2015,68.5406702051966,-131.947049984511,2021-06-23,6,99,177,180,126,296,6,26.9929949362192,170,Reference
st_s002_ref,st_s002_ref,8,2021,2015,68.5406702051966,-131.947049984511,2021-08-26,4,65,179,179,163,292,6,124.935048484255,230,Reference
st_s002_ref,st_s002_ref,8,2022,2015,68.5406702051966,-131.947049984511,2022-08-13,5,78,165,204,157,297,6,197.927039534699,220,Reference
st_s002_ref,st_s002_ref,5,2023,2015,68.5406702051966,-131.947049984511,2023-05-28,8,112,195,236,227,284,6,47.3469120834689,140,Reference
st_s002_ref,st_s002_ref,6,2024,2015,68.5406702051966,-131.947049984511,2024-06-15,20,151,281,331,296,291,6,62.2336066031196,160,Reference
st_s002_ref,st_s002_ref,7,2013,2010,68.5406702051966,-131.947049984511,2013-07-10,4,104,149,157,184,292,6,16.5554539639237,190,Reference
st_s002_ref,st_s002_ref,8,2013,2010,68.5406702051966,-131.947049984511,2013-08-11,5,95,159,153,230,304,6,20.3735324149669,220,Reference
st_s002_ref,st_s002_ref,6,2014,2010,68.5406702051966,-131.947049984511,2014-06-11,4,121,183,206,140,289,6,17.2233023454397,160,Reference
st_s002_ref,st_s002_ref,6,2014,2010,68.5406702051966,-131.947049984511,2014-06-27,2,77,117,139,69,295,6,16.8022082012288,170,Reference
st_s002_ref,st_s002_ref,7,2014,2010,68.5406702051966,-131.947049984511,2014-07-13,2,46,107,125,104,300,6,76.1571840513424,190,Reference
st_s002_ref,st_s002_ref,7,2016,2015,68.5406702051966,-131.947049984511,2016-07-02,11,202,436,525,409,296,6,442.276232221543,180,Reference
st_s002_ref,st_s002_ref,5,2017,2015,68.5406702051966,-131.947049984511,2017-05-18,6,241,507,580,1306,281,6,262.851881589498,130,Reference
st_s002_ref,st_s002_ref,6,2017,2015,68.5406702051966,-131.947049984511,2017-06-03,6,89,165,228,139,286,6,106.269983675542,150,Reference
st_s002_ref,st_s002_ref,6,2017,2015,68.5406702051966,-131.947049984511,2017-06-19,5,71,157,193,102,296,6,114.146268860063,170,Reference
st_s002_ref,st_s002_ref,6,2018,2015,68.5406702051966,-131.947049984511,2018-06-22,2,103,195,213,235,294,6,22.1719704386788,170,Reference
st_s002_ref,st_s002_ref,5,2019,2015,68.5406702051966,-131.947049984511,2019-05-24,29,208,364,469,448,286,6,152.192197904323,140,Reference
st_s002_ref,st_s002_ref,7,2019,2015,68.5406702051966,-131.947049984511,2019-07-27,7,89,225,192,281,293,6,25.0073257181342,200,Reference
st_s002_ref,st_s002_ref,6,2021,2015,68.5406702051966,-131.947049984511,2021-06-14,3,92,149,177,78,292,6,25.3352424987466,160,Reference
st_s002_ref,st_s002_ref,7,2021,2015,68.5406702051966,-131.947049984511,2021-07-16,7,126,243,271,238,293,6,59.6500819040691,190,Reference
st_s002_ref,st_s002_ref,6,2022,2015,68.5406702051966,-131.947049984511,2022-06-01,5,55,138,194,125,284,6,676.865651956157,150,Reference
st_s002_ref,st_s002_ref,8,2022,2015,68.5406702051966,-131.947049984511,2022-08-04,4,71,137,160,164,296,6,63.7705047586457,210,Reference
st_s002_ref,st_s002_ref,6,2023,2015,68.5406702051966,-131.947049984511,2023-06-04,5,106,157,183,155,294,6,17.3833672535656,150,Reference
st_s002_ref,st_s002_ref,7,2023,2015,68.5406702051966,-131.947049984511,2023-07-06,8,125,246,265,295,301,6,61.6568262188798,180,Reference
st_s002_ref,st_s002_ref,6,2024,2015,68.5406702051966,-131.947049984511,2024-06-06,3,238,450,574,662,283,6,136.383144019984,150,Reference
st_s002_ref,st_s002_ref,7,2013,2010,68.5406702051966,-131.947049984511,2013-07-10,3,83,132,149,172,292,6,27.9374290564801,190,Reference
st_s002_ref,st_s002_ref,8,2013,2010,68.5406702051966,-131.947049984511,2013-08-11,5,94,162,151,230,304,6,19.3703353009772,220,Reference
st_s002_ref,st_s002_ref,6,2014,2010,68.5406702051966,-131.947049984511,2014-06-11,5,124,194,210,161,289,6,17.9737170051361,160,Reference
st_s002_ref,st_s002_ref,6,2014,2010,68.5406702051966,-131.947049984511,2014-06-27,3,76,113,141,47,295,6,18.6463122817321,170,Reference
st_s002_ref,st_s002_ref,7,2014,2010,68.5406702051966,-131.947049984511,2014-07-13,2,56,113,131,99,300,6,47.8474650541755,190,Reference
st_s002_ref,st_s002_ref,8,2014,2010,68.5406702051966,-131.947049984511,2014-08-14,2,80,139,164,115,288,6,36.5675956498691,220,Reference
st_s002_ref,st_s002_ref,5,2015,2015,68.5406702051966,-131.947049984511,2015-05-13,6,713,1038,1099,1423,280,6,84.8592018623852,130,Reference
st_s002_ref,st_s002_ref,7,2016,2015,68.5406702051966,-131.947049984511,2016-07-02,11,201,437,518,412,296,6,428.921911947499,180,Reference
st_s002_ref,st_s002_ref,6,2017,2015,68.5406702051966,-131.947049984511,2017-06-03,6,95,161,226,131,286,6,77.6585701634246,150,Reference
st_s002_ref,st_s002_ref,6,2017,2015,68.5406702051966,-131.947049984511,2017-06-19,5,83,159,197,89,296,6,63.048074687837,170,Reference
st_s002_ref,st_s002_ref,6,2018,2015,68.5406702051966,-131.947049984511,2018-06-22,2,100,188,208,232,294,6,22.4775839830101,170,Reference
st_s002_ref,st_s002_ref,5,2019,2015,68.5406702051966,-131.947049984511,2019-05-24,28,210,356,446,439,286,6,96.1625612151003,140,Reference
st_s002_ref,st_s002_ref,7,2019,2015,68.5406702051966,-131.947049984511,2019-07-27,6,123,243,220,319,293,6,21.5709705810679,200,Reference
st_s002_ref,st_s002_ref,6,2021,2015,68.5406702051966,-131.947049984511,2021-06-14,3,83,145,173,62,292,6,30.4340596624835,160,Reference
st_s002_ref,st_s002_ref,7,2021,2015,68.5406702051966,-131.947049984511,2021-07-16,7,135,250,281,223,293,6,52.6902537106927,190,Reference
st_s002_ref,st_s002_ref,6,2022,2015,68.5406702051966,-131.947049984511,2022-06-01,5,59,133,190,122,284,6,412.832315200674,150,Reference
st_s002_ref,st_s002_ref,8,2022,2015,68.5406702051966,-131.947049984511,2022-08-04,6,88,146,168,197,296,6,33.889875296727,210,Reference
st_s002_ref,st_s002_ref,6,2023,2015,68.5406702051966,-131.947049984511,2023-06-04,5,109,157,177,153,294,6,14.843402738001,150,Reference
st_s002_ref,st_s002_ref,7,2023,2015,68.5406702051966,-131.947049984511,2023-07-06,7,120,237,267,233,301,6,82.8359127946793,180,Reference
st_s002_ref,st_s002_ref,7,2022,2015,68.5406702051966,-131.947049984511,2022-07-06,3,181,435,281,855,300,6,22.5212543576007,180,Reference
st_s002_ref,st_s002_ref,5,2023,2015,68.5406702051966,-131.947049984511,2023-05-22,2,103,257,343,297,289,6,481.273517898594,140,Reference
st_s002_ref,st_s002_ref,7,2023,2015,68.5406702051966,-131.947049984511,2023-07-09,5,148,224,246,322,299,6,25.5975125346512,190,Reference
st_s002_ref,st_s002_ref,8,2022,2015,68.5406702051966,-131.947049984511,2022-08-30,1,48,78,119,78,288,6,81.9517854434964,240,Reference
st_s002_ref,st_s002_ref,5,2023,2015,68.5406702051966,-131.947049984511,2023-05-29,1,96,155,199,101,290,6,68.9157149164901,140,Reference
st_s002_ref,st_s002_ref,6,2023,2015,68.5406702051966,-131.947049984511,2023-06-30,4,156,245,265,261,303,6,25.4525480231573,180,Reference
st_s002_ref,st_s002_ref,8,2023,2015,68.5406702051966,-131.947049984511,2023-08-01,2,187,663,168,1142,298,6,18.6774265435881,210,Reference
st_s002_ref,st_s002_ref,6,2024,2015,68.5406702051966,-131.947049984511,2024-06-16,15,150,262,311,308,292,6,47.1260947382517,160,Reference
st_s002_ref,st_s002_ref,8,2022,2015,68.5406702051966,-131.947049984511,2022-08-05,6,93,184,223,179,297,6,130.843648759685,210,Reference
st_s002_ref,st_s002_ref,5,2023,2015,68.5406702051966,-131.947049984511,2023-05-20,7,779,930,1033,1130,285,6,48.0964012981238,140,Reference
st_s002_ref,st_s002_ref,6,2023,2015,68.5406702051966,-131.947049984511,2023-06-21,6,113,170,173,231,293,6,18.0381795353904,170,Reference
st_s002_ref,st_s002_ref,5,2024,2015,68.5406702051966,-131.947049984511,2024-05-22,3,1558,1514,1361,1793,275,6,8.98098490466211,140,Reference
st_s002_ref,st_s002_ref,6,2024,2015,68.5406702051966,-131.947049984511,2024-06-23,7,126,195,226,190,293,6,39.2402272770306,170,Reference
st_s002_ref,st_s002_ref,5,2022,2015,68.5406702051966,-131.947049984511,2022-05-24,3,510,687,804,952,283,6,52.3305393600789,140,Reference
st_s002_ref,st_s002_ref,6,2022,2015,68.5406702051966,-131.947049984511,2022-06-09,7,112,171,205,148,283,6,17.492317556808,160,Reference
st_s002_ref,st_s002_ref,8,2022,2015,68.5406702051966,-131.947049984511,2022-08-12,5,65,161,197,125,294,6,225.834338310974,220,Reference
st_s002_ref,st_s002_ref,6,2024,2015,68.5406702051966,-131.947049984511,2024-06-14,21,178,303,380,339,288,6,75.7136467529541,160,Reference
st_s002_ref,st_s002_ref,5,2022,2015,68.5406702051966,-131.947049984511,2022-05-24,2,852,1151,1164,1289,282,6,53.79607882521,140,Reference
st_s002_ref,st_s002_ref,6,2022,2015,68.5406702051966,-131.947049984511,2022-06-09,6,103,163,201,149,282,6,34.4076309945522,160,Reference
st_s002_ref,st_s002_ref,8,2022,2015,68.5406702051966,-131.947049984511,2022-08-12,6,78,169,201,178,294,6,114.651794108068,220,Reference
st_s002_ref,st_s002_ref,6,2024,2015,68.5406702051966,-131.947049984511,2024-06-14,20,160,296,374,320,288,6,101.228275316073,160,Reference
